lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-35.75,301.25,36,0,36,0.0,3.0,0.61355966
-35.75,301.75,36,0,36,0.0,3.0,0.5631552
-35.75,302.25,36,0,36,0.0,3.0,0.6708262
-35.25,138.75,36,0,36,0.0,3.0,0.53108066
-35.25,139.25,36,0,36,0.0,3.0,0.3393099
-35.25,139.75,36,0,36,0.0,3.0,0.29597348
-35.25,140.25,36,0,36,0.0,3.0,0.29025677
-35.25,140.75,36,0,36,0.0,3.0,0.2628487
-35.25,141.25,36,0,36,0.0,3.0,0.20270273
-35.25,142.25,36,0,36,0.0,3.0,0.22630718
-35.25,142.75,36,0,36,0.0,3.0,0.20257881
-35.25,143.25,36,0,36,0.0,3.0,0.2305846
-35.25,143.75,36,0,36,0.0,3.0,0.39783898
-35.25,144.25,36,0,36,0.0,3.0,0.48323283
-35.25,144.75,36,0,36,0.0,3.0,0.5424564
-35.25,145.25,36,0,36,0.0,3.0,0.5239508
-35.25,145.75,36,0,36,0.0,3.0,0.5640081
-35.25,146.25,36,0,36,0.0,3.0,0.5990343
-35.25,146.75,36,0,36,0.0,3.0,0.7469591
-35.25,147.25,36,0,36,0.0,3.0,0.8427629
-35.25,147.75,36,0,36,0.0,3.0,0.92006063
-35.25,148.25,36,0,36,0.0,3.0,0.8716828
-35.25,148.75,36,0,36,0.0,3.0,0.93020564
-35.25,149.75,36,0,36,0.0,3.0,0.6079172
-35.25,288.25,36,0,36,0.0,3.0,0.34923387
-35.25,288.75,36,0,36,0.0,3.0,0.3370541
-35.25,289.25,36,0,36,0.0,3.0,0.39792764
-35.25,294.25,36,0,36,0.0,3.0,0.28661916
-35.25,294.75,36,0,36,0.0,3.0,0.33678338
-35.25,295.25,36,0,36,0.0,3.0,0.42459396
-35.25,295.75,36,0,36,0.0,3.0,0.4274827
-35.25,296.25,36,0,36,0.0,3.0,0.42074051
-35.25,296.75,36,0,36,0.0,3.0,0.45139343
-35.25,297.25,36,0,36,0.0,3.0,0.47990936
-35.25,297.75,36,0,36,0.0,3.0,0.4111262
-35.25,298.25,36,0,36,0.0,3.0,0.40790883
-35.25,298.75,36,0,36,0.0,3.0,0.39529985
-35.25,299.25,36,0,36,0.0,3.0,0.38704106
-35.25,299.75,36,0,36,0.0,3.0,0.42118692
